classe,municipio,uf,tipo,situacao,area,vpp,vup,vm,lances,exposicao,selic,igpm,ipca,incc,pib,idade,condominio,esquina,vagas,abaixo,arrematado
1,3550308,35,1,1,121.78,417801.74,293338.6,381340,0,20,6.5,108074,45568,39992,1.3,21,1,2,1,0.3,NAO
1,3550308,35,1,1,230,1580111.42,792425.87,1188639,1,20,6.5,108074,45568,39992,1.3,10,1,2,1,0.5,SIM
1,3550308,35,2,1,126,103814.99,62289,87205,0,20,6.5,108074,45568,39992,1.3,29,2,2,0,0.4,NAO
3,3523404,35,3,1,14093.98,4560460.65,2280230.32,3443148,0,1,6.5,108074,45568,39992,1.3,8,2,2,0,0.51,NAO
1,3550308,35,1,1,267.33,691448.31,416113.59,582559,11,20,6.5,108074,45568,39992,1.3,26,1,1,2,0.4,SIM
1,3552205,35,2,1,360,518430.06,259992.67,389989,0,21,6.5,108074,45568,39992,1.3,40,2,2,0,0.5,NAO
1,3519709,35,2,1,250,103475.2,62271.38,87180,88,20,6.5,108074,45568,39992,1.3,33,2,2,0,0.4,SIM
1,3513801,35,2,1,135,348401.3,174723.25,262085,0,21,6.5,108074,45568,39992,1.3,43,2,2,0,0.5,NAO
1,3548708,35,1,1,100.18,385388.55,270581.3,351756,0,20,6.5,108074,45568,39992,1.3,29,1,2,0,0.3,NAO
1,3548708,35,1,1,122.97,211724.22,137620.74,187164,81,20,6.5,108074,45568,39992,1.3,35,1,2,0,0.36,SIM
2,5300108,53,1,1,32.85,94285.49,56741,79437,14,20,6.5,108074,45568,39992,1.3,40,1,1,0,0.4,SIM
1,3550308,35,1,1,965.36,2375442.54,1191284.42,1786927,0,20,6.5,108074,45568,39992,1.3,38,1,2,4,0.5,NAO
1,3550308,35,1,1,64.71,244790.35,146874.21,205624,1,20,6.5,108074,45568,39992,1.3,28,1,2,1,0.4,SIM
1,3550308,35,1,1,301.17,2339342.05,1173180.03,1759770,0,20,6.5,108074,45568,39992,1.3,27,1,2,2,0.5,NAO
1,3540606,35,8,2,4295.35,1932921,1632244.4,1893404,0,1,6.5,108074,45568,39992,1.3,6,2,2,0,0.16,NAO
1,3550308,35,1,1,431356,5399180,4300000,5203000,0,1,6.5,108074,45568,39992,1.3,4,1,2,4,0.21,NAO
1,3549904,35,2,1,750,189633.32,94816.66,142225,0,21,6.5,108074,45568,39992,1.3,30,2,2,0,0.5,NAO
1,3550308,35,1,1,165.73,373109.45,223865.67,313412,0,21,6.5,108074,45568,39992,1.3,17,1,2,2,0.4,NAO
1,3550308,35,1,1,101.95,243606.28,121803.14,182705,0,21,6.5,108074,45568,39992,1.3,27,1,1,1,0.5,NAO
1,3550308,35,1,1,129.04,841742.55,589219.78,771878,0,21,6.5,108074,45568,39992,1.3,43,1,2,1,0.31,NAO
1,3550308,35,1,1,185.07,716346.87,358173.43,540842,1,21,6.5,108074,45568,39992,1.3,9,1,2,2,0.51,SIM
2,3548708,35,7,1,47.19,206535.25,123921.15,173490,0,21,6.5,108074,45568,39992,1.3,25,2,2,1,0.4,NAO
1,3550308,35,1,1,113.09,270620.16,135310.08,202965,45,21,6.5,108074,45568,39992,1.3,27,1,2,1,0.5,SIM
1,3523404,35,2,2,1500,1940295.46,1164177.27,1641490,0,21,6.5,108074,45568,39992,1.3,27,2,2,0,0.41,NAO
1,3550308,35,1,1,101.22,174405.1,104643.06,146500,0,21,6.5,108074,45568,39992,1.3,26,1,2,1,0.4,NAO
1,5218508,52,2,1,226.6,126496.73,79837.18,109377,0,7,6.5,108074,45568,39992,1.3,30,2,2,0,0.37,NAO
2,33,33,5,1,50,629028.5,372423.31,525117,0,7,6.5,108074,45568,39992,1.3,6,1,2,0,0.41,NAO
1,3550308,35,1,1,114.73,310356.4,155369.47,233054,34,7,6.5,108074,45568,39992,1.3,32,1,2,1,0.5,SIM
1,3552205,35,2,1,250,142969.14,85781.48,120952,0,51,6.5,108074,45568,39992,1.3,37,2,2,0,0.41,NAO
1,3550308,35,2,1,333.4,343845.97,171922.99,257884,0,51,6.5,108074,45568,39992,1.3,38,2,2,0,0.5,NAO
1,3550308,35,1,1,119.09,177014.22,106208.53,149754,0,51,6.5,108074,45568,39992,1.3,9,1,2,0,0.41,NAO
1,3518800,35,2,1,300,958432.1,575059.26,805083,0,51,6.5,108074,45568,39992,1.3,44,2,2,0,0.4,NAO
1,3534401,35,2,1,397,505750.92,252875.46,379313,0,51,6.5,108074,45568,39992,1.3,18,2,1,0,0.5,NAO
1,3550308,35,2,1,405,560000,560000,728000,0,0,6.5,108074,45568,39992,1.3,33,2,2,0,0.3,NAO
1,3550308,35,1,1,307.02,587298.52,352379.11,496855,0,20,6.5,108074,45568,39992,1.3,34,1,2,2,0.41,NAO
1,3550308,35,1,1,246.68,788797.89,552158.52,723328,0,20,6.5,108074,45568,39992,1.3,21,1,2,2,0.31,NAO
1,3550308,35,1,1,78.51,195235.87,195235.87,234283,0,0,6.5,108074,45568,39992,1.3,42,1,2,0,0.2,NAO
1,2913606,29,2,1,450,261472.66,193587.54,243920,0,7,6.5,108074,45568,39992,1.3,34,2,2,0,0.26,NAO
2,3550308,35,7,1,34.12,141551.94,70775.97,106164,0,20,6.5,108074,45568,39992,1.3,13,1,1,0,0.5,NAO
3,3513009,35,3,1,21432.4,11880252.27,5940126.14,8910189,0,20,6.5,108074,45568,39992,1.3,28,2,2,0,0.5,NAO
1,2704302,27,1,1,61.83,151917.46,63934.62,101017,0,1,6.5,108074,45568,39992,1.3,35,1,2,0,0.58,NAO
2,3550308,35,5,1,720.8,2108072.55,2108072.55,2930221,0,0,6.5,108074,45568,39992,1.3,26,2,2,0,0.39,NAO
1,3550308,35,2,1,84.42,41644.16,20822.08,31233,29,21,6.5,108074,45568,39992,1.3,35,2,2,0,0.5,SIM
1,3523404,35,8,1,366.01,135178.76,81107.26,113550,0,22,6.5,100496,45256,38541,1.6,13,2,2,0,0.4,NAO
1,3523404,35,2,1,12.8,122405.83,73443.5,102821,0,21,6.5,100496,45256,38541,1.6,36,2,2,0,0.4,NAO
1,3523404,35,8,1,1140.69,317461.39,190476.83,268572,0,21,6.5,100496,45256,38541,1.6,17,1,2,0,0.41,NAO
1,3550308,35,1,1,410596,1640832.81,1640832.81,2280758,1,0,6.5,100496,45256,38541,1.6,27,1,2,3,0.39,SIM
1,2513851,35,2,1,125,384577.35,230746.41,323045,0,20,6.5,100496,45256,38541,1.6,29,2,1,0,0.4,NAO
1,3525904,35,8,2,7230.06,361657.3,180828.65,271243,0,20,6.5,100496,45256,38541,1.6,28,2,2,0,0.5,NAO
1,3550308,35,1,2,114.73,342495.64,239746.95,311671,0,20,6.5,100496,45256,38541,1.6,32,1,1,1,0.3,NAO
1,3550308,35,1,1,61.11,344955.57,241468.9,313910,0,20,6.5,100496,45256,38541,1.6,16,1,1,1,0.3,NAO
1,3552205,35,2,1,125,152910.93,76455.47,114683,0,20,6.5,100496,45256,38541,1.6,30,2,2,0,0.5,NAO
2,3550308,35,7,1,325,1022297.62,613378.57,864864,0,21,6.5,100496,45256,38541,1.6,40,2,2,0,0.41,NAO
1,33,33,1,1,50,389456.81,277179.94,357562,0,8,6.5,100496,45256,38541,1.6,30,1,2,1,0.29,NAO
1,3550308,35,2,1,360,2000654.46,1200392.67,1692554,0,21,6.5,100496,45256,38541,1.6,35,2,2,0,0.41,NAO
1,3545803,35,2,1,150,68372.13,31186.07,46779,0,20,6.5,100496,45256,38541,1.6,8,2,2,0,0.5,NAO
1,3550308,35,1,1,395.74,2964740.25,1778844.15,2490382,0,20,6.5,100496,45256,38541,1.6,9,1,1,4,0.4,NAO
1,3550308,35,2,1,228,350437.13,214721.55,298463,0,34,6.5,100496,45256,38541,1.6,36,1,2,0,0.39,NAO
1,3504107,35,8,2,600,193008.34,96504.17,144756,55,20,6.5,100496,45256,38541,1.6,10,2,2,0,0.5,SIM
1,3147907,31,2,1,200,118558.72,59279.36,88919,0,20,6.5,100496,45256,38541,1.6,19,2,2,0,0.5,NAO
1,3530607,35,2,1,116.54,95926.47,67148.53,87293,0,20,6.5,100496,45256,38541,1.6,9,1,2,0,0.3,NAO
2,3538709,35,3,1,450,801023.6,480614.16,672860,0,20,6.5,100496,45256,38541,1.6,31,2,2,0,0.4,NAO
1,3106200,31,2,1,360,259026.05,129513.03,194270,119,20,6.5,100496,45256,38541,1.6,16,2,2,0,0.5,SIM
1,3549904,35,2,1,250,164145.96,98487.58,137883,0,20,6.5,100496,45256,38541,1.6,6,2,2,0,0.4,NAO
1,3534401,35,1,1,94.25,269845.04,188891.53,245559,0,20,6.5,100496,45256,38541,1.6,29,1,2,1,0.3,NAO
1,3529005,35,8,1,260,236113.53,141668.12,198335,0,20,6.5,100496,45256,38541,1.6,24,2,2,0,0.4,NAO
1,3550308,35,1,1,87.73,291937.41,175162.44,246979,0,20,6.5,100496,45256,38541,1.6,28,1,1,1,0.41,NAO
1,3550308,35,1,2,919.37,13492226.76,7200000,10584000,0,7,6.5,100496,45256,38541,1.6,27,1,2,5,0.47,NAO
2,5300108,53,7,1,58.59,626345.88,326566.71,483319,0,7,6.5,100496,45256,38541,1.6,10,1,2,1,0.48,NAO
1,3550308,35,1,2,102.99,213229.13,106614.57,159922,41,20,6.5,100496,45256,38541,1.6,24,1,2,1,0.5,SIM
1,3550308,35,1,1,113.26,445188.86,311632.2,408238,0,20,6.5,100496,45256,38541,1.6,34,1,2,1,0.31,NAO
1,3550308,35,1,1,95.48,259103.78,155462.27,217647,0,20,6.5,100496,45256,38541,1.6,37,1,1,1,0.4,NAO
1,3550308,35,2,1,95,305179.69,183107.81,258182,0,20,6.5,100496,45256,38541,1.6,38,2,2,0,0.41,NAO
1,3550308,35,2,1,304,1129361.98,677617.19,948664,0,20,6.5,100496,45256,38541,1.6,16,2,2,0,0.4,NAO
1,3550308,35,1,1,96.23,346851.35,208110.81,291355,0,20,6.5,100496,45256,38541,1.6,43,1,2,1,0.4,NAO
1,3552205,35,1,1,118,267350.3,160410.18,224574,0,20,6.5,100496,45256,38541,1.6,40,1,2,0,0.4,NAO
1,3550308,35,1,1,118.28,487969.87,243984.94,365977,8,20,6.5,100496,45256,38541,1.6,31,1,2,1,0.5,SIM
1,3550308,35,2,1,139.33,392821.34,196410.67,294616,0,20,6.5,100496,45256,38541,1.6,36,2,1,0,0.5,NAO
2,5103403,51,3,1,3200,1700000,1150342.85,1529956,1,13,6.5,100496,45256,38541,1.6,28,2,2,0,0.33,SIM
1,3550308,35,1,1,109322,309897,238997.23,293967,0,7,6.5,89114,41927,3823,1.6,19,1,2,1,0.23,NAO
1,3548708,35,2,1,100,120985.15,120985.15,168169,0,0,6.5,89114,41927,3823,1.6,29,2,2,0,0.39,NAO
1,3552205,35,2,1,46.8,252965.65,204359.02,245231,0,7,6.5,89114,41927,3823,1.6,19,1,2,0,0.2,NAO
1,3502903,35,8,1,20000,2131266.36,1065633.18,1598450,0,20,6.5,89114,41927,3823,1.6,7,2,2,0,0.5,NAO
1,3550308,35,1,1,135995,669958.45,561987.91,657526,0,1,6.5,89114,41927,3823,1.6,6,1,2,1,0.17,NAO
1,3552205,35,8,1,13147.52,2068074.71,1243946.93,1753965,0,20,6.5,89114,41927,3823,1.6,10,2,1,0,0.41,NAO
1,3550308,35,1,1,937338,329493.66,197470.63,278434,0,7,6.5,89114,41927,3823,1.6,18,1,2,1,0.41,NAO
1,3548500,35,1,1,92.33,555456.41,389791.53,506729,0,20,6.5,89114,41927,3823,1.6,37,1,2,0,0.3,NAO
1,3513801,35,1,1,94.11,234219.71,140883.16,197236,1,20,6.5,89114,41927,3823,1.6,25,1,2,1,0.4,SIM
1,3550308,35,1,2,98.35,756133.49,420000,567000,28,21,6.5,89114,41927,3823,1.6,35,1,2,0,0.35,SIM
1,3523404,35,8,1,381.15,231056.56,177546.14,220157,0,14,6.5,89114,41927,3823,1.6,6,1,2,0,0.24,NAO
1,3523404,35,2,1,275,235875.51,141525.3,199551,0,21,5,39856,32748,41226,1.1,41,2,2,0,0.41,NAO
1,4213807,35,1,1,24.6,107224.22,53612.11,80418,15,21,6.5,89114,41927,3823,1.6,30,1,2,0,0.5,SIM
2,3538808,35,2,1,250,472901.05,237041.65,355562,1,21,6.5,89114,41927,3823,1.6,41,2,2,0,0.5,SIM
1,3550308,35,1,1,133.49,692310.62,416424.84,582995,0,21,6.5,89114,41927,3823,1.6,43,1,2,1,0.4,NAO
1,3552205,35,2,1,130,206807.47,124394.69,174153,0,21,6.5,89114,41927,3823,1.6,29,2,2,0,0.4,NAO
1,3550308,35,2,1,250,463385.53,364000,444080,0,21,6.5,89114,41927,3823,1.6,17,2,2,0,0.22,NAO
1,3552205,35,2,1,300,131212.39,78924.25,110494,0,21,6.5,89114,41927,3823,1.6,42,2,2,0,0.4,NAO
1,3550308,35,1,1,1274598,404294.1,277560.95,366380,0,7,6.5,89114,41927,3823,1.6,32,1,2,1,0.32,NAO
1,3550308,35,2,1,6316.5,4619836.2,2778831.47,3890364,0,11,6.5,89114,41927,3823,1.6,23,2,2,0,0.4,NAO
1,3527207,35,2,1,360,238296.75,143335.5,200670,0,21,6.5,89114,41927,3823,1.6,29,2,2,0,0.4,NAO
1,3550308,35,1,1,421.3,1240844.8,746368.14,1044915,0,21,6.5,89114,41927,3823,1.6,18,1,2,2,0.4,NAO
1,3534401,35,2,1,90.9,574596.9,421081.37,534773,0,7,6.5,89114,41927,3823,1.6,15,2,2,0,0.27,NAO
1,2513851,35,2,1,171.5,746842.11,374354.61,561532,0,20,6.5,89114,41927,3823,1.6,40,2,1,0,0.5,NAO
1,3518800,35,2,1,160,427227.11,214147.59,321221,0,22,6.5,89114,41927,3823,1.6,35,2,2,2,0.5,NAO
1,3550308,35,2,1,500,1608207.11,806113.81,1209171,0,22,6.5,89114,41927,3823,1.6,41,2,1,0,0.5,NAO
1,3550308,35,1,1,93.74,347940.34,244167.13,317417,0,22,6.5,89114,41927,3823,1.6,38,1,2,0,0.3,NAO
1,3550308,35,2,1,953,2930867.24,1762916.64,2468083,0,22,6.5,89114,41927,3823,1.6,32,2,2,0,0.4,NAO
1,3550308,35,2,1,180,837719.28,419906.79,629860,1,20,6.5,89114,41927,3823,1.6,11,2,2,0,0.5,SIM
1,3550308,35,1,1,562.4,1821629.43,913091.75,1369638,0,20,6.5,89114,41927,3823,1.6,26,1,1,4,0.5,NAO
1,3550308,35,1,1,146.85,970424.7,583710.46,817195,27,20,6.5,89114,41927,3823,1.6,43,1,1,1,0.4,SIM
1,3550308,35,1,1,29.23,207177.47,103847.71,155772,0,20,6.5,89114,41927,3823,1.6,40,1,2,0,0.5,NAO
1,3550308,35,2,1,100,453235.5,227184.29,340776,1,20,6.5,89114,41927,3823,1.6,40,2,2,0,0.5,SIM
1,3550308,35,2,1,350,559157.55,448444.35,538133,0,20,6.5,89114,41927,3823,1.6,39,2,2,0,0.2,NAO
1,3550308,35,1,1,271701,798253.64,480149.56,672209,0,21,6.5,89114,41927,3823,1.6,15,1,2,2,0.4,NAO
1,3518800,35,1,1,144.59,263769.63,158657.43,222120,0,20,6.5,89114,41927,3823,1.6,31,1,2,1,0.4,NAO
1,3109303,31,2,1,145.97,31201.01,15600.51,23401,1,21,6.5,89114,41927,3823,1.6,14,2,2,0,0.5,SIM
1,3550308,35,2,1,478,827229.9,414648.99,621973,0,17,6.5,89114,41927,3823,1.6,33,2,2,0,0.5,NAO
1,3550308,35,2,1,200,486166.79,340316.75,445815,1,21,6.5,89114,41927,3823,1.6,30,2,2,0,0.31,SIM
1,3550308,35,2,1,200,975675.68,826358.95,958576,0,14,6.5,89114,41927,3823,1.6,40,2,2,0,0.16,NAO
1,3534401,35,2,1,147.5,121645.09,60974.6,91462,0,20,6.5,89114,41927,3823,1.6,34,2,2,0,0.5,NAO
1,3550308,35,8,1,17916.91,9700000,8176244.26,9484443,0,14,6.5,89114,41927,3823,1.6,40,2,2,0,0.16,NAO
1,3522109,35,2,1,1800,130521.8,65424.05,98136,0,20,6.5,89114,41927,3823,1.6,44,2,2,0,0.5,NAO
1,3550308,35,1,1,44.74,258199.14,155306.78,217429,0,20,6.5,89114,41927,3823,1.6,20,1,2,0,0.4,NAO
1,3550308,35,1,1,71.16,450255.3,315178.71,409732,1,21,6.5,89114,41927,3823,1.6,34,1,2,1,0.3,SIM
1,3502804,35,2,1,170,88249.34,44234.98,66352,1,20,6.5,89114,41927,3823,1.6,37,2,2,0,0.5,SIM
1,3529401,35,1,1,1491663,324240.91,195030.91,273043,0,20,6.5,89114,41927,3823,1.6,20,1,2,1,0.4,NAO
1,33,33,2,1,1078,548636.06,280110.46,417365,0,7,6.5,89114,41927,3823,1.6,9,2,2,0,0.49,NAO
1,3550308,35,1,1,109.78,385775.7,270718.1,351934,0,20,6.5,89114,41927,3823,1.6,23,1,2,1,0.3,NAO
1,3550308,35,1,1,96.49,416026.41,208013.21,312020,18,20,6.5,89114,41927,3823,1.6,36,1,2,1,0.5,SIM
1,3550308,35,1,1,344.66,1113409.1,668045.46,941944,1,20,6.5,89114,41927,3823,1.6,9,1,2,3,0.41,SIM
2,3520509,35,8,2,2094.79,797588.77,478553.26,674760,0,20,6.5,89114,41927,3823,1.6,8,1,2,0,0.41,NAO
1,3550308,35,1,1,128.07,240265.45,144159.27,203265,0,20,6.5,89114,41927,3823,1.6,26,1,2,1,0.41,NAO
1,3550308,35,1,1,104.6,441561.23,331170.92,417275,0,20,6.5,89114,41927,3823,1.6,40,1,2,0,0.26,NAO
1,3512407,35,3,1,41596,140353533,701767.67,1052652,43,20,6.5,89114,41927,3823,1.6,23,2,2,0,0.5,SIM
1,3550308,35,1,2,467,2599000,2599000,3430680,0,0,6.5,89114,41927,3823,1.6,2,1,2,3,0.32,NAO
1,3522109,35,2,1,78.6,461890.78,383138.97,452104,0,2,6.5,89114,41927,3823,1.6,24,2,2,0,0.18,NAO
1,4213807,35,1,1,99.82,210998.46,105499.23,158249,35,20,6.5,89114,41927,3823,1.6,16,1,2,1,0.5,SIM
1,3509502,35,1,1,104.79,253797.86,166508.35,224786,0,2,6.5,89114,41927,3823,1.6,42,1,2,1,0.35,NAO
1,3550308,35,1,1,77.17,356180.72,145000,232000,27,2,6.5,89114,41927,3823,1.6,41,1,2,1,0.6,SIM
1,3518701,35,1,1,124.68,313203.29,235884.7,294856,0,2,6.5,89114,41927,3823,1.6,25,1,2,1,0.25,NAO
1,3548708,35,1,1,70.09,198808.03,139165.62,182307,0,20,6.5,89114,41927,3823,1.6,21,1,2,1,0.31,NAO
1,3516705,35,2,1,990,986951.13,592170.68,829039,0,20,6.5,89114,41927,3823,1.6,45,2,2,0,0.4,NAO
1,3550308,35,2,1,172,877068.3,613947.81,798132,0,20,6.5,89114,41927,3823,1.6,36,2,2,0,0.3,NAO
1,3550308,35,1,1,231273,406132.06,203066.03,304599,0,20,6.5,89114,41927,3823,1.6,20,1,2,2,0.5,NAO
1,3550308,35,1,1,512.97,1432695.56,716347.78,1074522,0,21,6.5,89114,41927,3823,1.6,25,1,2,4,0.5,NAO
1,3529005,35,2,1,200,124084.48,74450.69,104231,0,20,6.5,89114,41927,3823,1.6,9,2,2,0,0.4,NAO
1,3550308,35,2,1,174.5,929149.61,573945.84,797785,0,7,6.5,89114,41927,3823,1.6,7,2,2,0,0.39,NAO
1,3504107,35,2,1,2238,2823453.45,1718297.45,2405616,0,46,6.5,89114,41927,3823,1.6,38,2,2,0,0.4,NAO
2,4213807,35,2,1,364,662000,374999.77,540000,0,7,6.5,89114,41927,3823,1.6,11,2,2,0,0.44,NAO
1,3552205,35,2,1,150.56,413214.97,206607.48,311977,0,21,6.5,89114,41927,3823,1.6,17,1,2,2,0.51,NAO
1,3550308,35,1,1,449.88,1083780.14,1083780.14,1614832,0,0,6.5,89114,41927,3823,1.6,31,1,2,3,0.49,NAO
3,3550308,35,3,1,573.48,1977379.8,988689.9,1483035,0,21,6.5,89114,41927,3823,1.6,30,2,2,0,0.5,NAO
1,3552205,35,2,1,180,143335.47,71667.74,107502,29,21,6.5,89114,41927,3823,1.6,3,2,2,0,0.5,SIM
1,3505708,35,8,1,1185.15,814225.25,407112.62,614740,0,21,6.5,89114,41927,3823,1.6,36,2,2,0,0.51,NAO
1,3550308,35,1,1,271951,764798.03,264551.87,439156,28,3,6.5,89114,41927,3823,1.6,20,1,2,2,0.66,SIM
1,3550308,35,1,2,66.13,249033.32,124516.66,186775,37,20,6.5,89114,41927,3823,1.6,20,1,2,1,0.5,SIM
1,2701506,50,2,1,382.5,174546.31,130384.58,164285,0,7,6.5,89114,41927,3823,1.6,6,1,2,0,0.26,NAO
1,3549904,35,2,1,253.63,689297.79,344648.9,516973,0,20,6.5,89114,41927,3823,1.6,16,2,2,0,0.5,NAO
1,3549904,35,1,1,378304,1209116.08,846381.26,1100296,0,20,6.5,89114,41927,3823,1.6,16,1,2,3,0.3,NAO
1,3502804,35,2,1,300,154099.06,123279.25,147935,0,20,6.5,89114,41927,3823,1.6,42,2,2,0,0.2,NAO
3,3513801,35,3,1,1059.96,4388941.65,2194470.82,3313651,0,20,6.5,89114,41927,3823,1.6,4,2,2,0,0.51,NAO
1,3538709,35,1,1,173.79,562856.41,270000,413100,27,1,6.5,82624,44847,39265,1.6,4,1,2,2,0.53,SIM
1,3509502,35,1,1,156605,372145.55,242536.22,327424,0,1,6.5,82624,44847,39265,1.6,7,1,2,0,0.35,NAO
1,3507605,35,2,1,1125,2890000,2890000,4248300,0,0,6.5,82624,44847,39265,1.6,33,2,2,0,0.47,NAO
1,3106200,31,1,1,75.78,190511.94,154166.99,185000,0,7,6.5,82624,44847,39265,1.6,35,1,2,0,0.2,NAO
3,3523404,35,3,1,779.41,2022493.66,1230849.18,1723189,0,21,6.5,82624,44847,39265,1.6,14,2,2,0,0.4,NAO
1,3523404,35,2,1,288.31,523305.13,318473.04,445862,0,21,6.5,82624,44847,39265,1.6,27,2,2,0,0.4,NAO
1,3523404,35,2,1,1000,781142.39,337000,529090,0,2,6.5,82624,44847,39265,1.6,38,2,2,0,0.57,NAO
1,3550308,35,2,2,200,560000,180000,302400,64,2,6.5,82624,44847,39265,1.6,12,2,2,0,0.68,SIM
1,3523404,35,2,1,164.65,11572.08,6443.25,9021,1,20,6.5,89114,41927,3823,1.6,30,2,2,0,0.4,SIM
1,3550308,35,1,2,109.98,229607.53,139734.55,195628,1,20,6.5,82624,44847,39265,1.6,17,1,2,1,0.4,SIM
1,5208707,52,1,1,1494748,316549.62,158274.81,237412,25,7,6.5,82624,44847,39265,1.6,11,1,2,1,0.5,SIM
1,3550308,35,1,1,91.81,375380.84,228449.27,319829,0,20,6.5,82624,44847,39265,1.6,38,1,2,1,0.4,NAO
1,3511102,35,2,1,204.75,94115,94115,140231,0,0,6.5,82624,44847,39265,1.6,12,2,2,0,0.49,NAO
1,3550308,35,1,1,133.82,463853.89,235243.5,352865,9,32,6.5,82624,44847,39265,1.6,23,1,2,0,0.5,SIM
1,3552205,35,2,1,250,192636.45,117234.69,164129,0,20,6.5,82624,44847,39265,1.6,33,2,2,0,0.4,NAO
3,3523909,35,3,1,346.14,537012.41,272345.84,408519,0,20,6.5,82624,44847,39265,1.6,26,2,2,0,0.5,NAO
3,3552205,35,3,2,165580.47,18824569.7,13365632.69,17241666,0,21,6.5,82624,44847,39265,1.6,11,2,2,0,0.29,NAO
1,2304400,23,1,1,448.34,2148581.37,1408139.35,1900988,59,6,6.5,82624,44847,39265,1.6,11,1,2,2,0.35,SIM
1,3523404,35,8,1,1177.71,203851.05,124059.67,173684,0,24,6.5,82624,44847,39265,1.6,12,2,2,0,0.4,NAO
1,3550308,35,1,1,133.13,361332.64,219899.82,307860,1,20,6.5,82624,44847,39265,1.6,13,1,2,2,0.4,SIM
1,3505708,35,1,1,107.66,374799.41,266621.59,343942,1,7,6.5,82624,44847,39265,1.6,5,1,2,1,0.29,SIM
1,2513851,35,2,1,252,365619.97,234677.86,319162,0,7,6.5,82624,44847,39265,1.6,39,2,2,0,0.36,NAO
1,33,33,1,1,50,521002.25,267899.13,399170,1,7,6.5,82624,44847,39265,1.6,8,1,1,1,0.49,SIM
1,3548708,35,1,1,155388,638236.11,420535.98,567724,0,7,6.5,82624,44847,39265,1.6,6,1,2,2,0.35,NAO
1,2708808,35,8,2,443.2,247645.14,150711.88,210997,0,20,6.5,82624,44847,39265,1.6,38,1,2,0,0.4,NAO
1,2927408,29,1,1,245.2,930262.58,470966.47,706450,45,15,6.5,82624,44847,39265,1.6,8,1,2,3,0.5,SIM
1,3550308,35,1,1,1622596,805690.79,408606.08,612909,30,21,6.5,82624,44847,39265,1.6,10,1,2,2,0.5,SIM
2,3550308,35,7,2,37854,202775.2,121665.12,171548,1,21,6.5,82624,44847,39265,1.6,38,1,2,0,0.41,SIM
1,2515930,35,2,1,487.5,519790.53,263611.77,395418,0,21,6.5,82624,44847,39265,1.6,43,2,2,0,0.5,NAO
1,3509254,35,8,1,390,25440.49,12902.14,19353,0,21,6.5,82624,44847,39265,1.6,30,2,2,0,0.5,NAO
3,3510203,35,3,1,440,457810.68,278614.42,390060,0,21,6.5,82624,44847,39265,1.6,33,2,2,0,0.4,NAO
1,3552205,35,2,1,183.23,231579.83,117445.71,176169,0,21,6.5,82624,44847,39265,1.6,24,2,2,0,0.5,NAO
1,3551603,35,2,1,1520,1809383.53,917628.85,1376443,0,21,6.5,82624,44847,39265,1.6,31,2,2,0,0.5,NAO
1,3550308,35,1,1,199134,912417.59,562009.94,781194,1,1,6.5,82624,44847,39265,1.6,9,1,2,2,0.39,SIM
1,3127701,31,2,1,1104.16,1216651.27,617024.69,925537,13,21,6.5,82624,44847,39265,1.6,16,2,2,0,0.5,SIM
2,3550308,35,7,1,98,379203.57,192313.09,288470,0,21,6.5,82624,44847,39265,1.6,18,1,2,0,0.5,NAO
1,3550308,35,1,1,99.9,248062.12,124031.06,186047,21,21,6.5,82624,44847,39265,1.6,8,1,2,1,0.5,SIM
1,3550308,35,2,1,331.12,1733801.59,1055156.96,1477220,0,21,6.5,82624,44847,39265,1.6,35,2,2,0,0.4,NAO
1,3550308,35,2,1,125,513303.45,308351.65,431692,0,21,6,33817,28935,44556,1,38,2,2,0,0.4,NAO
1,3550308,35,1,1,150.06,933251.31,560622.72,784872,24,21,6,33817,28935,44556,1,35,1,2,2,0.4,SIM
1,3507605,35,6,1,340.48,180798.23,101324.52,145907,1,14,6,33817,28935,44556,1,15,1,2,0,0.44,SIM
3,3149309,31,3,1,162750.8,31679262.4,17495200.86,25368041,0,21,6,33817,28935,44556,1,12,2,2,0,0.45,NAO
1,33,33,1,1,121.99,699263.19,477051.68,629708,0,1,6,33817,28935,44556,1,30,1,2,1,0.32,NAO
1,3550308,35,2,1,126.5,850495.47,195464.28,347926,30,1,6,33817,28935,44556,1,24,2,2,0,0.78,SIM
1,2304400,23,2,1,196.39,370523.72,127963.57,212420,0,1,6,33817,28935,44556,1,21,2,2,0,0.66,NAO
1,3550308,35,2,1,236.5,706084.86,368936.23,546026,0,8,5.5,31665,2535,4237,1.1,15,2,2,0,0.48,NAO
1,3523404,35,2,1,267.65,515103.38,309062.03,432687,0,20,6,33817,28935,44556,1,35,2,2,0,0.4,NAO
1,2303808,23,6,1,1475.1,1110000,739297.75,990659,0,7,6,33817,28935,44556,1,30,2,2,0,0.34,NAO
1,3305802,33,2,1,1805,538000,420374.75,512857,0,3,6,33817,28935,44556,1,30,1,2,0,0.22,NAO
2,3550308,35,7,1,37.2,72277.57,43418.58,60786,1,21,6,33817,28935,44556,1,41,1,2,0,0.4,SIM
1,3550308,35,1,1,50.54,263684.26,132000.34,198001,0,21,6,33817,28935,44556,1,4,1,2,1,0.5,NAO
1,3550308,35,1,1,131.71,406553.48,203520.67,305281,16,21,6,33817,28935,44556,1,41,1,2,2,0.5,SIM
