classe,municipio,uf,tipo,situacao,area,vpp,vup,vm,lances,exposicao,selic,igpm,ipca,incc,pib,idade,condominio,esquina,vagas,abaixo,arrematado
1,3502754,35,6,2,2501.22,432000,188000,295160,1,14,6,33817,28935,44556,1,5,1,2,0,0.57,SIM
1,3502754,35,6,2,2515.74,422000,174000,276660,13,14,6,33817,28935,44556,1,5,1,2,0,0.59,SIM
1,3534401,35,1,1,58.31,209505.28,125854.01,176196,0,21,6,33817,28935,44556,1,11,1,2,1,0.4,NAO
1,3550308,35,1,1,54.25,265895.83,159728.94,223621,0,21,6,33817,28935,44556,1,29,1,2,1,0.4,NAO
1,3550308,35,1,1,50.63,405037.03,308962.57,383114,0,7,6,33817,28935,44556,1,10,1,2,0,0.24,NAO
1,3525300,35,2,1,180,369295.79,188340.85,282511,0,7,6,33817,28935,44556,1,30,2,2,2,0.5,NAO
2,5300108,53,7,1,22156,2929669.43,385527.73,720937,59,1,6,33817,28935,44556,1,2,1,2,0,0.87,SIM
1,3525904,35,1,1,67575,329993.94,197604.67,278623,0,7,6,33817,28935,44556,1,30,1,2,0,0.41,NAO
1,3550308,35,1,1,513312,164281.34,123358.85,154199,0,20,6,33817,28935,44556,1,30,2,2,0,0.25,NAO
3,3515004,35,3,2,3000,900000,900000,1332000,23,0,6,33817,28935,44556,1,23,2,2,0,0.48,SIM
1,3550308,35,2,1,204,1051858.36,789840.44,987301,0,20,6,33817,28935,44556,1,30,2,2,2,0.25,NAO
1,3550308,35,2,1,250,805190.13,483693.81,677171,0,20,6,33817,28935,44556,1,18,2,2,4,0.4,NAO
1,3550308,35,1,1,45416,794240.27,599229.46,749037,0,2,6,33817,28935,44556,1,30,1,2,1,0.25,NAO
1,5201405,52,2,1,180.61,226833.76,127295.25,183305,0,7,6,33817,28935,44556,1,30,2,2,0,0.44,NAO
1,3550308,35,1,1,23.01,98019.64,58882.36,82435,0,21,6,33817,28935,44556,1,30,2,2,0,0.4,NAO
1,3550308,35,1,1,430.18,3620000,2900000,3480000,0,1,6,33817,28935,44556,1,30,1,2,6,0.2,NAO
1,2513851,35,1,1,51.88,203276.74,122112.4,170957,0,21,6,33817,28935,44556,1,30,1,2,1,0.4,NAO
1,3507605,35,2,1,150,225247.52,114758.91,172138,2,21,6,33817,28935,44556,1,30,2,2,0,0.5,SIM
1,3550308,35,1,1,234.45,1223734.48,771454.47,1056893,0,1,6,33817,28935,44556,1,30,1,2,1,0.37,NAO
1,2927408,29,2,1,140,173304.71,88019.61,132029,0,1,6,33817,28935,44556,1,30,2,2,0,0.5,NAO
1,3550308,35,1,1,55.5,257282.72,154554.88,216377,0,22,6,33817,28935,44556,1,30,1,2,0,0.4,NAO
1,3550308,35,1,1,62.54,330324.71,165360.55,248041,1,20,6,33817,28935,44556,1,30,1,2,1,0.5,SIM
1,3550308,35,2,1,325,1039736.44,624590.47,874427,0,20,6,33817,28935,44556,1,30,2,2,0,0.4,NAO
1,3550308,35,1,1,36.7,513015.39,262214.85,390700,17,7,6,33817,28935,44556,1,30,1,2,1,0.49,SIM
1,3529005,35,1,2,172769,1125328.6,676007.39,946410,0,21,6,33817,28935,44556,1,30,1,2,3,0.4,NAO
1,3525904,35,1,1,70.69,418117.1,251171.3,351640,0,20,6,33817,28935,44556,1,30,1,2,1,0.4,NAO
1,3550308,35,2,1,325,1340930.71,805523.89,1127733,0,21,6,33817,28935,44556,1,37,2,2,3,0.4,NAO
1,3550308,35,1,2,345,3661529.54,1832961.67,2749443,0,21,6,33817,28935,44556,1,25,1,2,1,0.5,NAO
2,3550308,35,5,1,101.53,1729965.35,866020.65,1299031,1,20,6,33817,28935,44556,1,20,1,2,2,0.5,SIM
1,3519071,35,1,1,55.04,138849.78,83409.84,116774,0,21,6,33817,28935,44556,1,10,1,2,1,0.4,NAO
1,3550308,35,1,1,77.9,199306.54,277306.54,415960,1,0,6,33817,28935,44556,1,6,1,2,1,0.5,SIM
1,3544806,35,2,1,275,221639.78,122958.35,178290,0,7,6,33817,28935,44556,1,34,2,2,1,0.45,NAO
1,3510500,35,2,2,364.6,200894.24,140794.72,183033,1,21,6,33817,28935,44556,1,27,2,2,0,0.3,SIM
1,3523404,35,6,1,756.1,174151.26,104616.14,146463,0,21,6,33817,28935,44556,1,20,2,1,0,0.4,NAO
1,2931350,29,2,1,200,342000,171000,254790,0,7,6,33817,28935,44556,1,10,2,2,1,0.49,NAO
1,3548708,35,2,1,239.25,859666.59,445961.64,664483,9,7,6,33817,28935,44556,1,43,2,2,2,0.49,SIM
1,3550308,35,1,1,109.14,813584.04,514769.28,705234,0,7,6,33817,28935,44556,1,12,1,2,2,0.37,NAO
1,3511607,35,4,1,7260000,799080.09,560027.29,728035,0,21,6,33817,28935,44556,1,19,2,2,0,0.3,NAO
1,3523404,35,6,1,1500,360396.03,288662.8,346395,0,20,6,33817,28935,44556,1,41,1,2,0,0.2,NAO
1,3550308,35,1,1,43.65,194155.71,97194.35,145792,0,21,6,33817,28935,44556,1,2,1,2,0,0.5,NAO
1,3550308,35,1,1,193445,1799000,1799000,2356690,7,0,6,33817,28935,44556,1,38,1,2,2,0.31,SIM
1,3554953,35,6,2,5121,40363.06,28288.05,36774,0,20,6,33817,28935,44556,1,39,1,2,0,0.3,NAO
3,3510203,35,3,1,440,480229.74,288483.61,403877,0,20,6,33817,28935,44556,1,33,2,2,0,0.4,NAO
1,3523404,35,6,2,7154.45,296857.4,148606.81,222910,0,20,6,33817,28935,44556,1,40,1,2,0,0.5,NAO
1,3550308,35,1,1,48108,177194.58,124185.05,161441,0,20,6,33817,28935,44556,1,32,1,2,0,0.3,NAO
1,3529005,35,1,1,156.83,176558.05,106061.95,137881,0,20,6,33817,28935,44556,1,10,1,2,2,0.3,NAO
1,3548708,35,1,1,800,483628.57,338946.24,440630,0,20,6,33817,28935,44556,1,12,1,2,0,0.3,NAO
1,3550308,35,1,1,9994.56,928947.6,558037.4,781252,0,20,6,33817,28935,44556,1,24,1,2,2,0.4,NAO
3,3548807,35,8,2,10000,15620793.34,7819769.07,11729654,0,20,6,33817,28935,44556,1,44,2,1,0,0.5,NAO
1,3550308,35,2,1,330,653998.18,392869.78,550018,0,22,6,33817,28935,44556,1,30,2,2,0,0.4,NAO
1,3550308,35,1,1,61.79,287984.71,144165.14,216248,0,20,6,33817,28935,44556,1,40,1,2,0,0.5,NAO
1,3550308,35,1,1,40.05,447671.19,268925.03,376495,0,20,6,33817,28935,44556,1,30,1,2,1,0.4,NAO
1,3550308,35,2,1,167.23,66084.45,33081.87,49623,0,20,6,33817,28935,44556,1,10,2,1,2,0.5,NAO
1,2607901,26,1,1,3924.7,452236.57,226118.28,341439,0,7,6,33817,28935,44556,1,9,1,1,1,0.51,NAO
1,3509502,35,1,1,57,172509.46,103629.88,145082,0,20,6,33817,28935,44556,1,24,1,1,1,0.4,NAO
1,3550308,35,1,1,35.82,90526.49,45263.24,68347,15,20,6,33817,28935,44556,1,37,1,2,0,0.51,SIM
1,3549904,35,1,1,157245,1250445.36,751167.53,1051635,0,20,6,33817,28935,44556,1,16,1,2,3,0.4,NAO
1,3550308,35,1,1,110.62,2456374.24,1475593.12,2065830,21,20,6,33817,28935,44556,1,33,1,1,1,0.4,SIM
1,3530607,35,2,1,176,539036.87,377778.6,491112,0,20,6,33817,28935,44556,1,36,2,2,2,0.3,NAO
1,3505708,35,1,1,153.46,432891.14,226952.51,335890,0,7,6,33817,28935,44556,1,10,1,1,2,0.48,NAO
1,3550308,35,2,1,325,497000,248500,372750,0,7,6,33817,28935,44556,1,10,2,2,2,0.5,NAO
1,3513801,35,2,1,160875,586604.4,293302.2,439953,1,7,6,33817,28935,44556,1,42,2,2,2,0.5,SIM
1,3550308,35,1,1,110.79,397166.92,198821.76,298233,1,20,6,33817,28935,44556,1,30,1,2,1,0.5,SIM
1,3507605,35,2,1,424.5,432298.83,259690.55,363567,0,21,6,33817,28935,44556,1,34,2,2,1,0.4,NAO
1,3532009,35,2,1,1518,509164.74,305865.44,428212,0,21,6,33817,28935,44556,1,38,1,2,0,0.4,NAO
1,5208707,52,2,1,8100,884676.9,569793.89,774920,0,7,6,33817,28935,44556,1,4,1,2,0,0.36,NAO
1,3518701,35,1,1,529.74,2200000,1200000,1752000,0,1,6,33817,28935,44556,1,21,1,2,2,0.46,NAO
1,3550308,35,2,1,218.5,1235910.49,618696.79,928045,0,20,6,33817,28935,44556,1,40,2,2,1,0.5,NAO
1,3550308,35,2,1,254.5,26396.98,15857.19,22200,1,20,6,33817,28935,44556,1,43,2,2,0,0.4,SIM
1,3550308,35,1,2,114.62,335318.19,201432.34,282005,0,20,6,33817,28935,44556,1,30,1,1,2,0.4,NAO
1,3550308,35,1,1,313.19,835577.7,501948.23,702728,0,20,6,33817,28935,44556,1,23,1,2,3,0.4,NAO
1,3550308,35,2,1,125,215001.9,129155.94,180818,0,20,6,33817,28935,44556,1,30,2,2,0,0.4,NAO
1,3550308,35,1,1,743031,372489.02,298348.8,358019,0,20,6,33817,28935,44556,1,15,1,2,1,0.2,NAO
1,3550308,35,1,1,273.02,514394.86,257506.06,386259,0,20,6,33817,28935,44556,1,19,1,2,2,0.5,NAO
1,3550308,35,1,1,74532,383997.2,286693.89,361234,0,2,6,33817,28935,44556,1,30,1,2,1,0.26,NAO
1,3550308,35,1,1,170.65,1155968.07,925884.18,1111061,0,20,6,33817,28935,44556,1,43,1,2,1,0.2,NAO
1,3525904,35,1,1,142247,548232.61,274116.3,413916,5,7,6,33817,28935,44556,1,17,1,2,2,0.51,SIM
1,3550308,35,1,1,75.99,267666.16,160792.42,225109,0,20,6,33817,28935,44556,1,38,1,1,0,0.4,NAO
1,3550308,35,2,1,270,1026185.99,719192.18,934950,0,20,6,33817,28935,44556,1,38,2,2,2,0.3,NAO
1,3550308,35,1,1,120.87,959390.22,672379.04,874093,1,20,6,33817,28935,44556,1,34,1,2,1,0.3,SIM
2,3550308,35,1,1,148.8,1612299.6,968540.61,1355957,0,20,6,33817,28935,44556,1,39,2,2,2,0.4,NAO
1,3550308,35,1,1,113,369596.92,259028.3,336737,1,20,6,33817,28935,44556,1,32,2,2,0,0.3,SIM
1,3501608,35,2,1,302.5,75571.44,37691.26,56914,2,52,6.5,67516,37765,40925,1.1,35,2,2,0,0.51,SIM
1,3530607,35,2,1,250,356041.91,249528.41,324387,0,20,6,33817,28935,44556,1,34,2,2,2,0.3,NAO
1,3552205,35,1,1,61.52,168170.68,101023.49,141433,0,20,6,33817,28935,44556,1,29,1,1,1,0.4,NAO
2,2304400,23,5,2,297,350000,178500,350000,0,0,6,33817,28935,44556,1,29,2,2,0,0.49,NAO
2,4313409,43,8,1,161.31,321000,192600,269640,0,7,6,33817,28935,44556,1,24,2,1,0,0.4,NAO
3,3170107,31,3,1,402.6,438446.7,306912.69,398986,0,20,6,33817,28935,44556,1,35,2,1,0,0.3,NAO
1,3548807,35,1,1,336.53,1965841.21,982920.61,1474381,1,7,6,33817,28935,44556,1,9,1,1,3,0.5,SIM
1,3501608,35,2,1,302.5,75571.44,37691.26,56914,2,52,6.5,67516,37765,40925,1.1,35,2,2,0,0.51,SIM
1,3550308,35,1,1,172819,854565.55,489275.49,699664,0,7,6,33817,28935,44556,1,4,1,2,2,0.43,NAO
1,3552205,35,2,1,13296.95,2043744.32,1226246.59,1729008,0,20,6,33817,28935,44556,1,10,2,1,0,0.41,NAO
1,3509502,35,8,1,5800,756669.09,378334.54,571285,0,20,6,33817,28935,44556,1,27,2,2,0,0.51,NAO
1,3548708,35,2,1,145.25,419550.32,293714.59,381829,0,20,6.5,64113,32222,39677,1,10,1,2,1,0.3,NAO
1,2909307,29,2,1,180,520576.13,377821.85,483612,0,7,6.5,64113,32222,39677,1,8,2,2,1,0.28,NAO
2,3550308,35,5,1,880,4314693.32,2157562.39,3236344,1,21,6.5,64113,32222,39677,1,10,2,1,0,0.5,SIM
2,3550308,35,5,1,440,1879668.4,939834.2,1409751,5,21,6.5,64113,32222,39677,1,10,2,2,0,0.5,SIM
1,3550605,35,8,1,2679,85439.48,42724.01,64086,1,21,6.5,64113,32222,39677,1,42,2,2,0,0.5,SIM
2,3550308,35,7,2,70185,625000,375000,625000,0,0,6.5,64113,32222,39677,1,19,1,2,2,0.4,NAO
1,3550308,35,1,1,1762082,778523.47,193270.99,340157,45,1,6.5,64113,32222,39677,1,16,1,2,2,0.76,SIM
1,3550308,35,1,2,195.89,924798.81,462445.64,693668,0,21,6.5,64113,32222,39677,1,25,1,1,2,0.5,NAO
1,3550308,35,2,1,400,1223686.29,611904.33,917856,0,21,6.5,64113,32222,39677,1,40,2,2,1,0.5,NAO
1,3550308,35,1,1,75.41,264009.71,158421.67,221790,39,21,6.5,64113,32222,39677,1,25,1,2,1,0.4,SIM
1,3550308,35,1,1,82.84,383670.95,230225.59,322316,29,21,6.5,64113,32222,39677,1,40,1,1,0,0.4,SIM
1,3550308,35,1,1,146.07,768195.88,384136.35,576205,0,21,6.5,64113,32222,39677,1,37,1,2,3,0.5,NAO
1,3550308,35,1,1,130.1,812213.44,406147.33,609221,1,21,6.5,64113,32222,39677,1,24,1,1,2,0.5,SIM
1,3550308,35,1,1,64.3,184654.46,129271.05,168052,12,21,6.5,64113,32222,39677,1,38,1,1,0,0.3,NAO
1,3550308,35,1,1,33.09,409549.35,245754.18,344056,47,21,6.5,64113,32222,39677,1,34,1,2,1,0.4,SIM
1,3550308,35,2,1,125,324431.39,243347.88,304185,0,21,6.5,64113,32222,39677,1,37,2,2,1,0.25,NAO
1,3506508,35,2,1,111.25,50424.91,30257.97,42361,0,21,6.5,64113,32222,39677,1,23,1,2,0,0.4,NAO
1,3550308,35,1,1,70.99,238352.72,143025.93,200236,0,21,6.5,64113,32222,39677,1,38,1,1,0,0.4,NAO
1,3550308,35,1,1,191.84,2410618.89,1205429.97,1808145,0,23,6.5,64113,32222,39677,1,27,1,2,2,0.5,NAO
1,2910057,29,2,1,322.02,193922.47,126506.97,170784,0,7,6.5,64113,32222,39677,1,11,2,1,0,0.35,NAO
1,3550308,35,1,1,59.7,295199.08,220773.78,278175,0,7,6.5,64113,32222,39677,1,9,1,2,1,0.26,NAO
1,3550308,35,1,1,14472.85,303611.68,204500.62,271986,16,7,6.5,64113,32222,39677,1,4,1,1,1,0.33,SIM
1,33,33,1,1,204,2006368.53,1174830.96,1668260,0,7,6.5,64113,32222,39677,1,11,1,2,3,0.42,NAO
1,3529005,35,1,1,60500,117860.18,70723.18,99012,0,20,6.5,64113,32222,39677,1,27,1,2,1,0.4,NAO
1,3550308,35,1,2,49.33,237600.34,166336.87,216238,0,20,6.5,64113,32222,39677,1,28,1,1,1,0.3,NAO
1,3513801,35,8,1,414.13,696291.78,417816.84,584944,0,20,6.5,64113,32222,39677,1,37,2,2,0,0.4,NAO
1,3550308,35,1,1,228.01,1132387.84,679500.64,951301,0,20,6.5,64113,32222,39677,1,27,1,2,1,0.4,NAO
1,4213807,35,1,1,53.5,169574.34,84795.65,127193,0,20,6.5,64113,32222,39677,1,26,1,2,1,0.5,NAO
1,3548807,35,2,1,562,1952971.92,1171900.32,1640660,0,20,6.5,64113,32222,39677,1,41,2,2,2,0.4,NAO
1,3517505,35,8,1,300,103133.79,61886.46,86641,3,24,6.5,64113,32222,39677,1,39,2,2,0,0.4,SIM
1,3545803,35,2,1,250,228524.31,137128.3,191980,1,20,6.5,64113,32222,39677,1,32,2,2,0,0.4,SIM
1,3550308,35,2,1,378,949744.02,569903.39,797865,0,20,6.5,64113,32222,39677,1,32,1,1,0,0.4,NAO
1,3516903,35,2,1,270,82276.68,41142.45,61714,4,20,6.5,64113,32222,39677,1,40,2,2,0,0.5,SIM
1,3550308,35,2,1,490,1319000.05,989348.96,1236686,0,21,6.5,64113,32222,39677,1,37,2,2,2,0.25,NAO
1,4213807,35,1,1,29.03,139113.28,83476.31,116867,19,21,6.5,64113,32222,39677,1,23,1,1,1,0.4,SIM
1,3550308,35,1,1,72.68,276232.78,138130.2,207195,0,20,6.5,64113,32222,39677,1,19,1,2,1,0.5,NAO
1,3501608,35,2,1,302.5,75571.44,37691.26,56914,2,52,6.5,67516,37765,40925,1.1,35,2,2,0,0.51,SIM
1,3525904,35,8,2,7230.06,372676.57,186356.92,279535,0,20,6.5,64113,32222,39677,1,28,1,2,0,0.5,NAO
1,5300108,53,2,1,26125.45,194535.91,135802.42,177901,0,7,6.5,64113,32222,39677,1,10,1,2,0,0.31,NAO
1,3550308,35,1,1,47.92,205633.93,123392.7,172750,1,20,6.5,64113,32222,39677,1,31,1,2,0,0.4,SIM
1,3501608,35,8,1,370.6,223981.17,134388.7,189488,29,21,6.5,64113,32222,39677,1,36,2,2,0,0.41,SIM
1,3531100,35,2,1,145,206608.99,103314.83,154972,0,21,6.5,64113,32222,39677,1,10,2,2,1,0.5,NAO
1,3552205,35,2,1,300,360300.2,180168.12,270252,1,21,6.5,64113,32222,39677,1,44,2,2,2,0.5,SIM
1,3554953,35,8,1,5235.96,48088.54,33665.35,43765,0,20,6.5,64113,32222,39677,1,39,1,2,0,0.3,NAO
1,3550308,35,1,1,43.39,146723.47,88042.89,123260,0,20,6.5,64113,32222,39677,1,22,1,2,0,0.4,NAO
1,33,33,1,1,115,3100000,1550154.99,2325232,26,20,6.5,64113,32222,39677,1,43,1,1,1,0.5,SIM
1,3550308,35,2,1,144.8,454583.36,227314.41,340972,1,20,6.5,64113,32222,39677,1,34,2,2,1,0.5,SIM
1,3550308,35,1,1,94.74,817263.08,490406.88,686570,0,20,6.5,64113,32222,39677,1,15,1,2,2,0.4,NAO
1,3552205,35,2,1,125,157569.93,78792.84,118189,0,20,6.5,64113,32222,39677,1,30,2,2,0,0.5,NAO
1,3550308,35,2,2,632.39,3630593.82,1815296.91,2722945,1,20,6.5,64113,32222,39677,1,39,2,2,3,0.5,SIM
1,4213807,35,1,1,60,135390.51,81242.43,113739,0,20,6.5,64113,32222,39677,1,30,1,2,0,0.4,NAO
2,3550308,35,5,1,23.66,123656.25,86568.03,112538,6,20,6.5,64113,32222,39677,1,27,1,2,0,0.3,SIM
1,3550308,35,1,1,51,245861.74,122930.87,184396,102,23,6.5,64113,32222,39677,1,31,1,2,0,0.5,SIM
1,3550308,35,2,1,565.51,1040217.39,520108.7,780163,2,23,6.5,64113,32222,39677,1,41,2,2,2,0.5,SIM
1,3550308,35,1,2,470.66,1850000,1128500,1850000,0,0,6.5,64113,32222,39677,1,23,1,2,6,0.39,NAO
1,3549904,35,1,1,74.22,358152.72,214913.12,300878,0,20,6.5,64113,32222,39677,1,20,1,2,1,0.4,NAO
1,3550308,35,1,1,67.61,410343.24,246230.57,344723,0,20,6.5,64113,32222,39677,1,9,1,2,2,0.4,NAO
2,3550308,35,7,1,192.4,856843.67,642632.75,809717,0,23,6.5,64113,32222,39677,1,10,1,2,2,0.26,NAO
1,3550308,35,1,1,62.54,368313.07,184156.54,276235,0,23,6.5,64113,32222,39677,1,29,1,2,1,0.5,NAO
1,3550308,35,1,1,216.91,1435491.38,717745.69,1076619,0,23,6.5,64113,32222,39677,1,14,1,1,3,0.5,NAO
1,3550308,35,2,2,966.19,6054976.18,3638435.17,5093809,0,20,6.5,65279,33664,37719,1.1,30,2,1,6,0.4,NAO
1,3501608,35,2,1,302.5,75571.44,37691.26,56914,2,52,6.5,67516,37765,40925,1.1,35,2,2,0,0.51,SIM
1,3529005,35,2,1,177.62,186122.68,111841.12,156578,0,20,6.5,65279,33664,37719,1.1,15,2,1,2,0.4,NAO
1,3550308,35,1,1,335.29,1927534.72,1447819.51,1809774,0,20,6.5,65279,33664,37719,1.1,4,1,1,4,0.25,NAO
1,3548500,35,1,1,37.72,221036.46,188162.81,216387,0,20,6.5,65279,33664,37719,1.1,30,1,2,0,0.15,NAO
1,4213807,35,2,1,134.95,255440.2,191867.52,239834,0,20,6.5,65279,33664,37719,1.1,29,2,2,1,0.25,NAO
1,2500734,35,3,1,3270,1028044.63,720710.68,936924,0,20,6.5,65279,33664,37719,1.1,30,2,2,0,0.3,NAO
1,3550308,35,2,1,152.5,942672.44,755269.16,906323,0,20,6.5,65279,33664,37719,1.1,29,2,2,0,0.2,NAO
1,4113700,35,2,1,202.62,194621.12,116947.83,163727,0,20,6.5,65279,33664,37719,1.1,37,2,1,0,0.4,NAO
1,3550308,35,1,2,257.55,1189263.81,714628.61,1000480,0,20,6.5,65279,33664,37719,1.1,27,1,2,3,0.4,NAO
1,3529005,35,2,1,200,58285.05,35023.49,49033,0,20,6.5,65279,33664,37719,1.1,11,2,2,1,0.4,NAO
1,3548500,35,1,1,87.81,107438.73,53799.95,80700,0,20,6.5,65279,33664,37719,1.1,44,1,2,0,0.5,NAO
1,3549805,35,2,1,150,276817.47,138616.35,207925,0,20,6.5,65279,33664,37719,1.1,29,2,2,2,0.5,NAO
1,3550308,35,2,1,80,551511.58,276169.42,414254,0,20,6.5,65279,33664,37719,1.1,19,2,2,1,0.5,NAO
1,4213807,35,1,1,53.12,137541.96,82648.96,115709,0,21,6.5,65279,33664,37719,1.1,44,1,2,0,0.4,NAO
1,3550308,35,1,1,151.02,1696122.95,849333.56,1274000,16,20,6.5,65279,33664,37719,1.1,30,1,2,2,0.5,SIM
1,2923035,35,2,1,360,223024.16,134015.22,187621,0,20,6.5,65279,33664,37719,1.1,41,2,2,1,0.4,NAO
1,4213807,35,1,2,123.21,321854.66,193402.47,270763,0,21,6.5,65279,33664,37719,1.1,11,1,2,1,0.4,NAO
1,2513851,35,2,1,207.1,85187.75,51189.32,71665,0,20,6.5,65279,33664,37719,1.1,34,2,2,0,0.4,NAO
1,3550308,35,2,1,398.62,3608873.06,2891429.08,3469715,0,21,6.5,65279,33664,37719,1.1,26,1,2,3,0.2,NAO
1,3550308,35,1,1,62.33,351495.74,175747.87,263622,34,21,6.5,65279,33664,37719,1.1,21,1,2,1,0.5,SIM
1,3550308,35,1,1,141.39,928144.04,464072.02,696108,0,21,6.5,65279,33664,37719,1.1,9,1,2,2,0.5,NAO
1,3552205,35,2,1,21682.36,2874026.7,1437013.35,2155520,0,21,6.5,65279,33664,37719,1.1,9,2,2,0,0.5,NAO
2,3507605,35,3,1,254.36,227728.88,113864.44,170797,1,21,6.5,65279,33664,37719,1.1,17,2,2,0,0.5,SIM
1,3550308,35,1,2,23.1,260585.25,130292.63,195439,1,21,6.5,65279,33664,37719,1.1,26,1,2,1,0.5,SIM
1,3550308,35,1,1,69.51,154510.24,100431.66,135583,1,21,6.5,65279,33664,37719,1.1,28,1,2,1,0.35,SIM
1,3523404,35,8,1,418.81,401728.87,224680.14,325786,0,14,6.5,65279,33664,37719,1.1,6,1,2,0,0.45,NAO
1,2704302,27,1,1,138.38,629303.08,349277.56,506452,16,7,6.5,65279,33664,37719,1.1,12,1,1,1,0.45,SIM
1,3550308,35,1,1,40.28,227251.97,113625.98,171575,0,20,6.5,65279,33664,37719,1.1,19,1,2,1,0.51,NAO
1,3550308,35,2,1,136,374916.89,187458.45,281188,30,20,6.5,65279,33664,37719,1.1,11,2,2,2,0.5,SIM
1,3550308,35,1,2,62.76,355542.66,213325.6,298656,1,20,6.5,65279,33664,37719,1.1,32,2,2,1,0.4,SIM
1,3550308,35,2,1,701,1761770.74,880885.37,1321328,0,20,6.5,65279,33664,37719,1.1,43,2,2,0,0.5,NAO
1,3550308,35,1,1,44.52,175308.67,105185.2,148311,0,20,6.5,65279,33664,37719,1.1,19,2,2,1,0.41,NAO
1,3549904,35,1,1,177406,771694.07,463016.44,652853,0,20,6.5,65279,33664,37719,1.1,25,2,2,3,0.41,NAO
2,3550308,35,7,1,344.4,883400.48,441700.24,662550,0,20,6.5,65279,33664,37719,1.1,41,2,2,0,0.5,NAO
1,3550308,35,1,1,105.16,892097.67,446048.83,673534,17,20,6.5,65279,33664,37719,1.1,32,1,2,0,0.51,SIM
1,3550308,35,1,1,49.8,262009.18,183406.43,238428,1,20,6.5,65279,33664,37719,1.1,25,1,2,1,0.3,SIM
1,3513009,35,1,1,52.75,213967.61,106589.9,160951,0,2,6.5,65279,33664,37719,1.1,11,1,2,1,0.51,NAO
1,3550308,35,1,1,260.3,1212771.17,606385.59,909578,0,20,6.5,65279,33664,37719,1.1,7,1,2,4,0.5,NAO
1,3550308,35,1,1,97.19,841993.27,420996.64,631495,1,20,6.5,65279,33664,37719,1.1,10,1,2,2,0.5,SIM
1,3549904,35,1,1,54.42,152351.09,91410.65,128889,0,20,6.5,65279,33664,37719,1.1,8,1,2,1,0.41,NAO
1,3550308,35,1,2,89.38,510590.09,255295.04,385496,18,20,6.5,65279,33664,37719,1.1,37,1,2,1,0.51,SIM
1,3550308,35,1,1,60,303532.98,242826.39,291392,0,20,6.5,65279,33664,37719,1.1,16,1,2,6,0.2,NAO
1,3550308,35,1,1,62.3,301590.83,180954.5,253336,8,20,6.5,65279,33664,37719,1.1,34,1,2,1,0.4,SIM
1,3538709,35,1,1,47.57,122237,77009.31,122237,0,0,6.5,65279,33664,37719,1.1,36,1,2,1,0.37,NAO
1,3522208,35,8,2,2088.16,454946.48,227473.24,341210,0,20,6.5,65279,33664,37719,1.1,39,2,2,0,0.5,NAO
1,3552205,35,2,1,292.26,304702.2,152351.1,228527,0,20,6.5,65279,33664,37719,1.1,30,2,1,0,0.5,NAO
1,3550308,35,1,1,47.21,170983.34,85491.67,128238,0,20,6.5,65279,33664,37719,1.1,18,1,2,0,0.5,NAO
1,3509205,35,8,1,1126.56,138769.74,69384.87,104077,0,20,6.5,65279,33664,37719,1.1,25,1,1,0,0.5,NAO
1,3534401,35,1,1,58.31,208961.61,177617.37,204260,0,21,6.5,65279,33664,37719,1.1,11,1,2,1,0.15,NAO
1,3510609,35,2,1,477,998475.56,512667.94,763875,0,7,6.5,65279,33664,37719,1.1,30,1,2,4,0.49,NAO
1,3552205,35,2,1,125.02,170349.21,85174.6,128614,0,20,6.5,65279,33664,37719,1.1,30,2,2,2,0.51,NAO
1,3550308,35,2,1,284,632640.79,442848.55,580132,0,20,6.5,65279,33664,37719,1.1,36,2,2,0,0.31,NAO
1,3538709,35,1,1,53195,170578.48,102347.09,143286,0,20,6.5,65279,33664,37719,1.1,10,1,2,1,0.4,NAO
1,3557006,35,2,1,212.95,210294.42,105147.21,157721,0,20,6.5,65279,33664,37719,1.1,6,2,2,2,0.5,NAO
1,3552205,35,1,1,44.09,91958.47,45979.24,68969,0,20,6.5,65279,33664,37719,1.1,8,1,2,1,0.5,NAO
1,3552205,35,2,1,300,630760.69,315380.35,473071,1,20,6.5,65279,33664,37719,1.1,41,2,2,3,0.5,SIM
1,3552205,35,2,1,300,463329.16,231664.58,347497,1,20,6.5,65279,33664,37719,1.1,40,2,2,1,0.5,SIM
1,3550308,35,1,1,125.25,812885.25,569019.68,739726,0,21,6.5,65279,33664,37719,1.1,20,1,2,3,0.3,NAO
1,2610400,24,2,1,200,95000,47654.18,71481,0,1,6.5,76587,46584,41025,1.1,37,2,2,1,0.5,NAO
1,3524006,35,8,1,250,218956.98,119591.49,174604,0,2,6.5,76587,46584,41025,1.1,14,1,2,0,0.46,NAO
1,3524006,35,8,1,250,175431.58,130069.83,163888,0,2,6.5,76587,46584,41025,1.1,7,1,2,0,0.26,NAO
1,3548500,35,1,1,96.4,799248.48,399624.24,599436,0,7,6.5,76587,46584,41025,1.1,8,1,2,2,0.5,NAO
1,3548500,35,1,1,78.71,235241.39,118326.42,177490,0,20,6.5,76587,46584,41025,1.1,29,2,2,0,0.5,NAO
1,3550308,35,1,1,111.74,552305.92,277809.88,416715,33,20,6.5,76587,46584,41025,1.1,44,1,2,0,0.5,SIM
1,5201405,52,2,1,214.55,176533.35,105572.97,148858,0,1,6.5,76587,46584,41025,1.1,38,1,2,0,0.41,NAO
